,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PSUIN300178MICRO0144745,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,123170,49075,39,940160,N,F
PSUIN300273MICRO0113462,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,132680,52365,52,1547520,N,M
NBFCIN16AUTO35553AWQ,Q3,FY19,Retail,NBFC,Auto Loans,251316,54265,56,3388112,N,M
NBFCIN76AUTO13532,Q3,FY21,Retail,NBFC,Auto Loans,282092,88250,25,2639760,N,M
IC00160AUL15736,Q3,FY19,Retail,PVT Bank,Auto Loans,380517,384285,52,5538225,Y,M
PSUNAUTO43LOA30031,Q3,FY19,Retail,PSU Bank,Auto Loans,260925,107998,40,2788170,N,M
PSUNAUTO249LOA40030,Q3,FY21,Retail,PSU Bank,Auto Loans,307689,119271,47,3854514,Y,M
PSUNAUTO426LOA502,Q3,FY20,Retail,PSU Bank,Auto Loans,2037793,846772,45,19408496,Y,M
PVTN34CCL2947,Q3,FY20,Retail,PVT Bank,Credit Card,28764,10761,43,367730,N,M
PVTN59CCL454,Q3,FY21,Retail,PVT Bank,Credit Card,23426,8044,41,392291,Y,M
PVTN48CCL4242,Q3,FY21,Retail,PVT Bank,Credit Card,28188,9495,30,428715,N,M
PVTN21CCL8995,Q3,FY21,Retail,PVT Bank,Credit Card,31096,18035,25,461895,N,F
PSUN30CC1185,Q3,FY21,Retail,PSU Bank,Credit Card,14595,4125,39,633290,N,M
PVTN56CCL3547,Q3,FY21,Retail,PVT Bank,Credit Card,26059,7225,36,682452,N,F
PSUN36CC5018,Q3,FY19,Retail,PSU Bank,Credit Card,33784,22041,40,680096,N,M
PVTN45CCL12002,Q3,FY19,Retail,PVT Bank,Credit Card,46864,24053,34,649632,N,M
PVTN54CCL5713,Q3,FY21,Retail,PVT Bank,Credit Card,32230,13858,48,709280,N,M
PVTN60CCL6092,Q3,FY20,Retail,PVT Bank,Credit Card,28600,12705,48,671354,N,M
PVTN48CCL7680,Q3,FY20,Retail,PVT Bank,Credit Card,18939,11660,38,714816,N,M
NBFCINCC30ZA07290,Q3,FY21,Retail,NBFC,Credit Card,41764,11473,50,741000,N,F
PVTN61CCL11796,Q3,FY19,Retail,PVT Bank,Credit Card,21384,8731,42,735012,N,M
PVTN84CCL6588,Q3,FY21,Retail,PVT Bank,Credit Card,19260,6741,47,750464,Y,M
PVTN15CCL715,Q3,FY21,Retail,PVT Bank,Credit Card,21525,5227,39,792396,Y,M
NBFCINCC30ZA04375,Q3,FY20,Retail,NBFC,Credit Card,31209,19585,54,825077,Y,M
NBFCINCC30ZA012158,Q3,FY20,Retail,NBFC,Credit Card,28820,17292,54,830213,N,M
PVTN33CCL11216,Q3,FY20,Retail,PVT Bank,Credit Card,26750,14560,28,872850,N,M
PVTN41CCL11159,Q3,FY19,Retail,PVT Bank,Credit Card,30140,7748,52,844480,N,M
PSUN92CC8058,Q3,FY19,Retail,PSU Bank,Credit Card,27456,11510,41,899964,N,M
PSUN31CC7120,Q3,FY19,Retail,PSU Bank,Credit Card,42401,13622,27,921470,N,M
PSUN89CC8334,Q3,FY21,Retail,PSU Bank,Credit Card,37278,12076,58,872248,Y,M
PSUN30CC6721,Q3,FY19,Retail,PSU Bank,Credit Card,26924,8940,43,861798,N,M
PVTN50CCL11797,Q3,FY19,Retail,PVT Bank,Credit Card,33027,17749,33,905327,N,M
PVTN33CCL3246,Q3,FY20,Retail,PVT Bank,Credit Card,31312,16580,41,961070,N,F
PVTN88CCL5262,Q3,FY21,Retail,PVT Bank,Credit Card,23129,15333,53,882437,Y,M
NBFCINCC30ZA08834,Q3,FY19,Retail,NBFC,Credit Card,15914,6365,30,895662,Y,M
PVTN8CCL7819,Q3,FY20,Retail,PVT Bank,Credit Card,31008,16124,60,961707,Y,M
NBFCINCC30ZA01388,Q3,FY21,Retail,NBFC,Credit Card,25850,11745,25,913512,N,M
NBFCINCC30ZA01156,Q3,FY21,Retail,NBFC,Credit Card,28160,14766,52,1007208,N,M
PVTN75CCL11967,Q3,FY19,Retail,PVT Bank,Credit Card,28355,15028,55,964247,N,M
NBFCINCC30ZA010993,Q3,FY21,Retail,NBFC,Credit Card,28836,14297,60,1000480,N,M
PSUN34CC4755,Q3,FY19,Retail,PSU Bank,Credit Card,18768,8703,27,1062033,N,M
PSUN62CC2940,Q3,FY21,Retail,PSU Bank,Credit Card,33330,14995,41,1332738,N,M
PVTN83CCL8329,Q3,FY19,Retail,PVT Bank,Credit Card,34545,14028,48,1338444,N,M
NBFCIN060TWL14,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,36720,22089,29,916906,Y,F
NBFCIN060TWL91,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,48400,29744,48,100590,N,M
NBFCIN372TWL8864,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,50760,32754,38,805200,N,M
NBFCIN499TWL3933,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,46350,29430,43,1248048,Y,F
NBFCIN102TWL4887,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,50960,32202,30,866379,N,M
NBFCIN230TWL8222,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,75260,43026,48,1012618,N,M
NBFCIN113TWL10154,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,59400,35695,34,259772,N,M
NBFCIN216TWL11366,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,78440,43778,45,646387,N,F
NBFCIN303TWL1196,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,68250,42672,27,149415,N,M
NBFCIN136TWL5319,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,51000,34505,40,1363720,Y,F
NBFCIN40TWL10907,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,55590,28891,39,1171600,N,F
NBFCIN377TWL11181,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,59400,34320,47,547250,Y,M
NBFCIN196TWL11337,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,69360,43268,39,1107465,Y,M
NBFCIN438TWL3797,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,64800,43260,46,674244,N,M
IC0700TWL15,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,52500,31200,34,582364,N,M
IC0700TWL633,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,68670,41769,40,1195840,N,M
IC0700TWL64,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,53530,33188,48,718200,Y,F
PVTN345TWL10235,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,70700,48972,38,1066565,N,M
PVTN257TWL8524,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,58580,40959,60,785700,N,M
PVTN187TWL2306,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,64310,35854,40,719789,N,M
PVTN16TWL2657,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,60480,32614,26,379080,N,F
PVTN346TWL12463,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,58320,39204,43,186348,Y,F
PVTN105TWL915,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,92650,48076,31,1462344,Y,F
PVTN497TWL6724,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,53040,35470,46,501330,Y,M
PVTN180TWL8023,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,59590,42928,53,719290,N,M
PVTN224TWL8271,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,58850,22737,36,694656,N,M
PVTN234TWL3755,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,53900,21560,30,465343,N,M
PVTN301TWL7612,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,46460,15258,24,665540,N,M
PVTN318TWL11,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,48600,14976,47,520253,Y,M
PVTN349TWL3802,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,60770,20201,54,1132164,Y,M
PVTN414TWL1131,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,67670,24361,55,727600,N,F
PVTN471TWL11034,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,82840,28454,39,848742,N,M
PVTN96TWL6240,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,46010,14331,50,572990,N,M
NBFCIN000COML314,Q4,FY19,Commercial,NBFC,Commercial Loan,21882000,4209680,47,8518350,N,M
NBFCIN000COML65,Q4,FY19,Commercial,NBFC,Commercial Loan,14419320,4806440,28,7277040,N,M
NBFCIN000COML233,Q4,FY20,Commercial,NBFC,Commercial Loan,13423350,2487630,39,5079937,N,F
NBFCIN000COML434,Q4,FY21,Commercial,NBFC,Commercial Loan,9742350,3156400,28,3653381,N,M
PSUIN30072MICRO0132219,Q4,FY19,Commercial,PSU Bank,Commercial Loan,7922760,4153680,57,6288210,N,F
NBFCIN0001182,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7210,1947,49,610481,Y,M
NBFCIN0001194,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7630,2695,23,1350378,N,M
NBFCIN0001000,Q4,FY19,Microfinance,NBFC,Microfinance Loan,14140,5045,54,522954,N,M
NBFCIN00030,Q4,FY19,Microfinance,NBFC,Microfinance Loan,14280,5646,29,789874,N,M
NBFCIN0002027,Q4,FY21,Microfinance,NBFC,Microfinance Loan,15450,3825,54,608430,Y,M
NBFCIN0002031,Q4,FY21,Microfinance,NBFC,Microfinance Loan,15600,5512,50,904649,Y,M
NBFCIN000293,Q4,FY19,Microfinance,NBFC,Microfinance Loan,16480,4120,42,698776,N,M
NBFCIN000191,Q4,FY20,Microfinance,NBFC,Microfinance Loan,17170,5423,37,980118,N,F
NBFCIN0001916,Q4,FY19,Microfinance,NBFC,Microfinance Loan,17850,6667,31,807315,Y,M
NBFCIN0002022,Q4,FY20,Microfinance,NBFC,Microfinance Loan,17340,4547,43,405195,Y,M
NBFCIN000290L,Q4,FY19,Microfinance,NBFC,Microfinance Loan,17340,4547,39,700960,N,M
NBFCIN0002470,Q4,FY20,Microfinance,NBFC,Microfinance Loan,18360,5324,46,331144,N,M
NBFCIN0002493,Q4,FY21,Microfinance,NBFC,Microfinance Loan,19260,7063,52,897439,N,M
NBFCIN000778,Q4,FY21,Microfinance,NBFC,Microfinance Loan,26250,6885,43,705023,N,M
NBFCIN000739,Q4,FY19,Microfinance,NBFC,Microfinance Loan,27560,9734,53,918306,N,F
NBFCIN0002200,Q4,FY21,Microfinance,NBFC,Microfinance Loan,29160,8505,37,710518,Y,M
NBFCIN000480,Q4,FY21,Microfinance,NBFC,Microfinance Loan,28350,8143,41,1078560,N,M
NBFCIN0001228,Q4,FY20,Microfinance,NBFC,Microfinance Loan,29120,10164,34,302400,N,F
NBFCIN000208,Q4,FY20,Microfinance,NBFC,Microfinance Loan,29120,8467,26,340046,N,F
NBFCIN0002243,Q4,FY21,Microfinance,NBFC,Microfinance Loan,37060,10506,40,779518,Y,M
NBFCIN000793,Q4,FY21,Microfinance,NBFC,Microfinance Loan,36050,11826,34,859650,N,M
NBFCIN000798,Q4,FY19,Microfinance,NBFC,Microfinance Loan,36050,11312,30,921162,N,M
NBFCIN0002210,Q4,FY21,Microfinance,NBFC,Microfinance Loan,36720,9090,43,515584,N,M
NBFCIN0001330,Q4,FY20,Microfinance,NBFC,Microfinance Loan,42840,10815,45,836568,N,M
NBFCIN000858Z,Q4,FY19,Microfinance,NBFC,Microfinance Loan,42420,14553,60,434830,N,F
NBFCIN0002386Y,Q4,FY19,Microfinance,NBFC,Microfinance Loan,51230,16779,60,1028916,N,M
NBFCIN0001576,Q4,FY21,Microfinance,NBFC,Microfinance Loan,51840,16790,34,465321,Y,M
NBFCIN0002407,Q4,FY20,Microfinance,NBFC,Microfinance Loan,48480,15120,24,917846,Y,M
NBFCIN0001592,Q4,FY20,Microfinance,NBFC,Microfinance Loan,55120,13520,52,769540,N,F
NBFCIN000473,Q4,FY21,Microfinance,NBFC,Microfinance Loan,61480,16727,36,191958,N,M
NBFCIN000237,Q4,FY20,Microfinance,NBFC,Microfinance Loan,60770,20862,32,600045,N,M
NBFCIN000971,Q4,FY19,Microfinance,NBFC,Microfinance Loan,80300,22776,36,954180,N,M
NBFCIN0001857,Q4,FY19,Microfinance,NBFC,Microfinance Loan,79040,24244,38,333052,Y,M
NBFCIN000551,Q4,FY20,Microfinance,NBFC,Microfinance Loan,80080,24717,27,568766,Y,M
NBFCIN000303,Q4,FY21,Microfinance,NBFC,Microfinance Loan,91560,26300,29,969650,Y,M
NBFCIN0003H,Q4,FY19,Microfinance,NBFC,Microfinance Loan,94340,32013,45,956880,N,F
NBFCIN000378,Q4,FY21,Microfinance,NBFC,Microfinance Loan,103400,31584,55,316332,Y,M
NBFCIN00047,Q4,FY20,Microfinance,NBFC,Microfinance Loan,117420,43092,56,762960,N,F
NBFCIN000300D,Q4,FY20,Microfinance,NBFC,Microfinance Loan,136400,45136,35,473990,N,F
PVT00MICROV1378,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,6240,2808,32,813240,N,M
PVT00MICROV2083,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,7420,3393,42,987258,Y,M
PVT00MICROV2280,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,8800,4032,48,786285,Y,M
PVT00MICROV14,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,15900,5827,55,192065,N,M
PVT00MICROV1747,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,16200,5670,62,551718,N,M
PVT00MICROV1895,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,17600,6512,35,316754,Y,M
PVT00MICROV434,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,16480,5544,56,740333,Y,M
PVT00MICROV918,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,17120,6691,43,854172,Y,F
PVT00MICROV119,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,18700,7928,35,814905,N,F
PVT00MICROV2278,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,18020,6895,56,631905,N,F
PVT00MICROV2204,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,18180,6793,49,1001710,N,M
PVT00MICROV1027,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,20710,8823,33,803844,N,F
PVT00MICROV1176,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,26500,11275,26,544491,N,M
PVT00MICROV715,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,28600,9919,27,874470,N,M
PVT00MICROV1281,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,29700,10400,55,774894,N,M
PVT00MICROV2403,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,28080,11512,48,734006,Y,F
PVT00MICROV1298,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,28560,12513,63,777060,N,M
PVT00MICROV1297,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,34680,14144,33,270690,N,M
PVT00MICROV1305,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,35020,11556,50,512304,N,F
PVT00MICROV936,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,38500,16940,41,723542,Y,M
PVT00MICROV598,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,38880,14742,28,877892,N,M
PVT00MICROV1333,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,40170,13923,35,572680,N,M
PVT00MICROV84,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,43260,19845,43,1234661,Y,M
PVT00MICROV1132,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,45580,18920,51,544390,Y,M
PVT00MICROV1634,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,49050,21582,43,470662,Y,M
PVT00MICROV1344,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,55120,27220,36,145656,Y,F
PVT00MICROV684,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,62540,27612,38,1749060,Y,M
PVT00MICROV787,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,72100,32760,37,1471496,N,F
PVT00MICROV1404,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,88580,38433,48,1550535,N,M
PVT00MICROV386,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,98580,31545,23,836248,N,F
PVT00MICROV994,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,99640,38934,46,706335,Y,M
PVT00MICROV1274,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,106050,44541,63,1476172,Y,F
PSUIN300244MICRO0113155,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,7420,2793,39,410058,Y,M
PSUIN300260MICRO0111727,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,11550,4305,41,505682,N,M
PSUIN300476MICRO013677,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,16500,6580,28,335162,N,M
PSUIN300208MICRO0126311,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,16160,8121,39,391272,N,M
PSUIN300309MICRO0111725,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,16160,7251,54,327915,Y,M
PSUIN300453MICRO0128480,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,18700,8262,32,348927,N,M
PSUIN30098MICRO0125099,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,25920,10987,28,351340,Y,M
PSUIN300204MICRO0140442,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27000,9187,50,354224,Y,M
PSUIN300161MICRO0169,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,25500,11502,28,297440,N,F
PSUIN300108MICRO0129761,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27820,10608,49,323247,Y,M
PSUIN300401MICRO0137683,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27270,12422,32,386732,N,F
PSUIN300203MICRO016955,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,29430,11842,43,348400,N,F
PSUIN300345MICRO0129377,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27270,13000,35,433010,N,M
PSUIN300476MICRO012263,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,29960,12700,58,400998,N,M
PSUIN30022MICRO0126630,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,29680,11939,28,371377,N,M
PSUIN300284MICRO014909,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,32960,11865,57,363480,N,F
PSUIN300291MICRO0116272,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,34880,14723,35,281324,Y,F
PSUIN300403MICRO0129823,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,34650,13998,35,376704,N,M
PSUIN30070MICRO0147659,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,33660,13728,36,417340,Y,M
PSUIN30098MICRO0121451,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,35700,14565,55,396760,Y,M
PSUIN300178MICRO0146765,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,37800,13923,50,399600,Y,M
PSUIN300422MICRO0121339,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,38520,13586,39,348516,N,F
PSUIN30023MICRO0143170,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,40330,14245,38,429351,N,M
PSUIN3007MICRO0140825,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,41420,16112,45,375941,N,F
PSUIN300464MICRO0125721,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,48400,19302,31,312400,N,M
PSUIN30036MICRO0126941,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,52320,20846,53,327285,N,F
PSUIN300341MICRO0128469,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,50960,18698,32,331590,Y,F
PSUIN300382MICRO0139723,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,51450,18345,33,348636,N,M
PSUIN300357MICRO0133063,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,52430,22334,56,331908,N,M
PSUIN30041MICRO015277,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,53500,24200,39,410363,N,F
PSUIN30062MICRO0128009,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,53040,20757,56,404892,N,M
PSUIN300278MICRO0124396,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,53560,21008,33,350960,Y,M
PSUIN300444MICRO0122289,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,56680,21091,35,447066,N,F
PSUIN300123MICRO0144707,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,56160,24472,39,279770,Y,F
PSUIN30073MICRO0149950,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,57780,23328,59,218790,N,M
PSUIN300437MICRO019293,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,58850,24684,49,347048,N,F
PSUIN300314MICRO01890,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,59740,23896,36,369180,N,M
PSUIN300204MICRO0118571,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,62830,23058,49,424725,N,M
PSUIN30053MICRO019040,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,64640,27456,59,244269,Y,F
PSUIN300296MICRO013264,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,83200,35752,46,285362,N,M
PSUIN300486MICRO0116771,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,85860,37964,31,317940,Y,M
PSUIN300405MICRO0116045,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,84840,31390,52,476375,Y,F
PSUIN30036MICRO0127679,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,85680,34398,49,277200,N,F
PSUIN30085MICRO0146159,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,94340,39035,50,349272,Y,M
PSUIN300109MICRO019030,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,101000,39240,50,1391000,Y,M
PSUIN300338MICRO0138315,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,114490,42757,55,1296840,Y,F
PSUIN300333MICRO018606,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,110160,43502,47,1373760,N,F
PSUIN300159MICRO0117393,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,117660,52747,55,1018980,N,M
PSUIN300354MICRO0149998,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,126260,54693,39,1274400,N,M
NBFCIN189AUTO32553A,Q4,FY19,Retail,NBFC,Auto Loans,261055,39852,49,1317250,N,M
NBFCIN48AUTO2424,Q4,FY20,Retail,NBFC,Auto Loans,258774,86055,55,1829177,Y,M
NBFCIN242AUTO8492,Q4,FY19,Retail,NBFC,Auto Loans,30222,30222,53,322856,Y,M
NBFCIN20AUTO32153C,Q4,FY19,Retail,NBFC,Auto Loans,127097,129589,28,1308352,Y,M
IC00483AUL16834,Q4,FY20,Retail,PVT Bank,Auto Loans,249217,244424,44,1828392,N,M
PVTN76CCL12101,Q4,FY19,Retail,PVT Bank,Credit Card,30906,14774,49,103510,N,M
NBFCINCCL30AA01248,Q4,FY19,Retail,NBFC,Credit Card,33384,22325,44,191949,N,M
NBFCINCCL30AA019239,Q4,FY20,Retail,NBFC,Credit Card,17098,8286,62,277879,N,M
PVTN9CCL3181,Q4,FY19,Retail,PVT Bank,Credit Card,18684,4542,42,431704,Y,M
NBFCINCCL30AA010579,Q4,FY21,Retail,NBFC,Credit Card,30450,11832,50,459408,Y,M
PSUN90CC10811,Q4,FY20,Retail,PSU Bank,Credit Card,31460,12666,34,575738,N,M
PVTN27CCL10743,Q4,FY20,Retail,PVT Bank,Credit Card,27772,13624,50,558792,N,M
PSUN97CC11956,Q4,FY20,Retail,PSU Bank,Credit Card,30910,11436,27,592964,Y,M
PVTN49CCL558,Q4,FY21,Retail,PVT Bank,Credit Card,31240,8565,28,617508,N,M
PVTN98CCL11169,Q4,FY19,Retail,PVT Bank,Credit Card,19872,4784,44,628523,N,F
PVTN37CCL11736,Q4,FY20,Retail,PVT Bank,Credit Card,42693,25891,29,708500,N,F
PSUN29CC3627,Q4,FY19,Retail,PSU Bank,Credit Card,36146,23201,51,720500,N,F
NBFCINCCL30AA02783,Q4,FY19,Retail,NBFC,Credit Card,30780,10368,34,722920,N,F
PVTN46CCL2017,Q4,FY19,Retail,PVT Bank,Credit Card,32076,17321,47,704726,N,M
NBFCINCCL30AA019821,Q4,FY20,Retail,NBFC,Credit Card,28462,17151,49,759348,N,M
PVTN85CCL9330,Q4,FY20,Retail,PVT Bank,Credit Card,20085,6220,49,739092,Y,M
NBFCINCCL30AA05529,Q4,FY21,Retail,NBFC,Credit Card,26460,7479,45,747162,Y,F
PVTN79CCL4487,Q4,FY19,Retail,PVT Bank,Credit Card,28820,10275,34,766185,N,F
NBFCINCCL30AA011794,Q4,FY19,Retail,NBFC,Credit Card,37605,21603,32,768456,N,M
PVTN58CCL479,Q4,FY19,Retail,PVT Bank,Credit Card,38896,14002,48,818808,N,M
PVTN67CCL4466,Q4,FY21,Retail,PVT Bank,Credit Card,37476,14018,28,778306,Y,M
NBFCINCCL30AA01683,Q4,FY21,Retail,NBFC,Credit Card,30846,12687,29,875379,N,F
PVTN70CCL904,Q4,FY20,Retail,PVT Bank,Credit Card,38896,11713,32,906444,N,M
PVTN47CCL10583,Q4,FY21,Retail,PVT Bank,Credit Card,43056,20691,53,918381,N,F
NBFCINCCL30AA02348,Q4,FY20,Retail,NBFC,Credit Card,30385,9534,35,945880,N,M
PVTN1CCL6541,Q4,FY20,Retail,PVT Bank,Credit Card,28196,16792,31,1001110,Y,M
PVTN44CCL11043,Q4,FY19,Retail,PVT Bank,Credit Card,20503,8611,57,1003420,Y,F
PVTN1CCL7477,Q4,FY19,Retail,PVT Bank,Credit Card,27820,9908,32,1014104,N,M
PVTN46CCL466,Q4,FY20,Retail,PVT Bank,Credit Card,30502,11590,26,1113105,Y,M
PVTN71CCL11778,Q4,FY20,Retail,PVT Bank,Credit Card,34340,15606,36,1104272,N,M
PVTN2CCL1861,Q4,FY19,Retail,PVT Bank,Credit Card,31815,8671,48,1139180,N,M
NBFCINCCL30AA019569,Q4,FY21,Retail,NBFC,Credit Card,40548,20300,30,1240910,Y,F
NBFCINCCL30AA011680,Q4,FY21,Retail,NBFC,Credit Card,38556,11793,43,1200238,Y,M
PVTN39CCL10817,Q4,FY21,Retail,PVT Bank,Credit Card,34608,15153,29,1188616,N,M
PVTN61CCL5103,Q4,FY19,Retail,PVT Bank,Credit Card,41509,11425,41,1307240,Y,M
NBFCINCCL30AA016936,Q4,FY21,Retail,NBFC,Credit Card,25792,12142,37,1238432,N,M
NBFCIN060TWL13,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,69300,42411,55,1342172,N,M
NBFCIN060TWL92,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,217150,141298,26,1361988,N,F
NBFCIN060TWL96,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,58300,38705,27,997700,Y,M
NBFCIN95TWL9547,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,69960,42966,58,945128,N,M
NBFCIN88TWL2067,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,51510,33909,44,796722,N,M
NBFCIN0TWL4989,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,69960,48919,41,1780818,Y,F
NBFCIN440TWL8886,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,74550,45475,45,532272,N,M
NBFCIN80TWL12299,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,78000,43725,28,777708,N,M
NBFCIN240TWL1143,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,55080,31395,51,1281904,Y,M
